OBJECTID,FEATURETYPE,NAME,CLASS,OPERATOR,OWNER,SITEADDRESS,SITESUBURB,POSTCODE,STATE,STATUS,GENERATIONTYPE,PRIMARYFUELTYPE,PRIMARYSUBFUELTYPE,GENERATIONMW,GENERATORNUMBER,FEATURERELIABILITY,FEATURESOURCE,ATTRIBUTERELIABILITY,ATTRIBUTESOURCE,PLANIMETRICACCURACY,SPATIALACCURACY,METADATACOMMENT,METADATALINK1,RESTRICTIONS,REVISED,ENO,TEXTNOTE
71,Power Station,Wollert (Landfill) Power Station,Renewable,,LMS Energy Generation Pty Ltd,,Wollert landfill,3750,VICTORIA,Operational,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,4.4,2,3/1/09,melbourne_2009jan03_air_vis_35cm_mga55,31/7/12,AEMO Generator List,1,5, ,,,11/9/12,,
72,Power Station,Whitwood Road (Landfill) Power Station,Renewable,,LMS Energy Generation Pty Ltd,,Ipswich,4306,QUEENSLAND,Operational,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,1.1,1,1/1/09,Ipswich_2009_Mosaic_15cm_MGA56.ecw,31/7/12,AEMO Generator List,1,3, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\whitwoodroad_pwr_stn.jpg,,13/9/12,259969,
73,Power Station,Toora Wind Farm,Renewable,RATCH-Australia,RATCH-Australia,,Toora,3962,VICTORIA,Operational,Wind Turbine,Wind,,21,12,14/1/08,wellington-sth_2008jan14_air_vis_35cm_mga55,31/7/12,AEMO Generator List,1,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\toora_wind_farm.jpg,,11/9/12,259516,
74,Power Station,Ti Tree Bioenergy Power Station,Renewable,,Veolia Environmental Services (Aust) Pty Ltd,Champions Way,Willowbank,4306,QUEENSLAND,Operational,Compression Reciprocating Engine,Biogas,Landfill Methane,3.3,,1/1/09,Ipswich_2009_Mosaic_15cm_MGA56.ecw,31/7/12,AEMO Generator List,1,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\titree_bioreactor.jpg,,13/9/12,,
75,Power Station,Springvale (Landfill) Power Station,Renewable,,Energy Developments LFG (Victoria) Pty Ltd,,Springvale,3172,VICTORIA,Operational,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,4.12,6,14/2/07,kingston_2007feb14_air_vis_125mm_mga55,31/7/12,AEMO Generator List,1,5, ,,,11/9/12,,
76,Power Station,Roghan Road (Landfill) Power Station,Renewable,AGL Hydro Partnership,Energy Developments LFG (Qld) Pty Ltd,,Fitzgibbon,4018,QUEENSLAND,Operational,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,1,1,1/1/09,Brisbane_Mosaic_15cm_MGA56_2009.ecw,31/7/12,AEMO Generator List,1,4, ,,,13/9/12,,
77,Power Station,Rochedale (Landfill) Power Station,Renewable,,LMS Energy Generation Pty Ltd,,Rochdale,4123,QUEENSLAND,Operational,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,4.2,4,1/1/09,Brisbane_Mosaic_15cm_MGA56_2009.ecw,31/7/12,AEMO Generator List,1,5, ,,,13/9/12,,
78,Power Station,Plane Creek Sugar Mill Power Station,Renewable,Sucrogen,Sucrogen (Plane Creek Mill) Pty Ltd,,Sarina,4737,QUEENSLAND,Operational,Steam Subcritical,Biomass,Bagasse,14,2,1/1/09,Mosaic_Mackay_2009.ecw,31/7/12,AEMO Generator List,1,4,Emmission stack count will include milling stacks,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\planecreek_pwr_stn.jpg,,13/9/12,259130,
79,Power Station,Loy Yang B Power Station,Non-Renewable,,IPM Australia Limited,,Latrobe Valley,3844,VICTORIA,Operational,Steam Subcritical,Coal,Brown Coal,1000,2,19/2/09,latrobe_2009feb19_air_vis_15cm_mga55,31/7/12,AEMO Generator List,1,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\loyyangb_pwr_stn.jpg,,11/9/12,259197,
80,Power Station,Hume Power Station,Renewable,,Eraring Energy,Hume Dam,Albury (Murray River),3691,NEW SOUTH WALES,Operational,Hydroelectric (Gravity),Water,,58,2,17/10/07,albury-wodonga_2007oct17_air_vis_12cm_mga55,31/7/12,AEMO Generator List,1,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\hume_hydro.jpg,,11/9/12,259292,
81,Power Station,Hallam Road (Landfill) Power Station,Renewable,,LMS Energy Generation Pty Ltd,,Hampton Park,3976,VICTORIA,Operational,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,6.7,2,3/3/06,casey_2006mar03_air_vis_15cm_mga55,31/7/12,AEMO Generator List,1,5, ,,,11/9/12,,
82,Power Station,Browns Plains (Landfill) Power Station,Renewable,,Energy Developments LFG (Qld) Pty Ltd,,Browns Plains,4118,QUEENSLAND,Operational,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,2.2,2,1/1/08,Logan_12p5cm_mosaic_mga56_2008.ecw,31/7/12,AEMO Generator List,1,5, ,,,13/9/12,,
83,Power Station,Brooklyn (Landfill) Power Station,Renewable,,Energy Developments LFG (Victoria) Pty Ltd,,Brooklyn,3012,VICTORIA,Operational,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,2.8,2,24/1/06,hobsonsbay_2006jan24_air_vis_15cm_mga55,31/7/12,AEMO Generator List,1,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\brooklyn_landfill_pwr_stn.jpg,,11/9/12,,
84,Power Station,Berwick (Landfill) Power Plant,Renewable,,Energy Developments LFG (Victoria) Pty Ltd,,Berwick,3977,VICTORIA,Operational,Cogeneration - Spark Ignition Reciprocat,Biogas,Landfill Methane,4.6,2,3/3/06,casey_2006mar03_air_vis_15cm_mga55,31/7/12,AEMO Generator List,1,3,Berwick Landfill is presumed to be Stevenson Road Landfill,,,11/9/12,,
85,Power Station,Bairnsdale Power Station,Non-Renewable,,Alinta DEBO,,Hillside,3875,VICTORIA,Operational,Open Cycle Gas Turbine,Natural Gas,,94,2,16/8/06,gippsland-lakes_2006aug16_air_vis_40cm_mga55,31/7/12,AEMO Generator List,1,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\bairnsdale_pwr_stn.jpg,,11/9/12,259056,
86,Power Station,Broadmeadows (Landfill) Power Station,Renewable,,Energy Developments LFG (Victoria) Pty Ltd,,Campbellfield,3061,VICTORIA,Operational,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,6.2,7,25/11/07,hume_2007nov25_air_vis_35cm_mga55,31/7/12,AEMO Generator List,1,5,Broadmeadows Landfill is presumed to be Bollinda Road Landfill,,,11/9/12,,
87,Power Station,Clayton (Landfill) Power Station,Renewable,,Energy Developments LFG (Victoria) Pty Ltd,,Clayton South,3169,VICTORIA,Operational,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,11,11,14/2/07,kingston_2007feb14_air_vis_125mm_mga55,31/7/12,AEMO Generator List,1,5, ,,,11/9/12,,
88,Power Station,Eildon Power Station,Renewable,,AGL Energy Pty Ltd,,Eildon,3713,VICTORIA,Operational,Hydroelectric (Gravity),Water,,135,4,26/1/07,murrindindi_2007jan26_air_vis_50cm_mga55,31/7/12,AEMO Generator List,1,5,"Generating Units 2x60, 2x7.5",NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\eildon_hydro.jpg,,11/9/12,259322,
89,Power Station,Energy Brix Power Station,Non-Renewable,,Energy Brix (Aust) Corp,,Morwell,3840,VICTORIA,Operational,Steam Subcritical,Coal,Brown Coal,189,5,9/2/07,latrobe_2007feb09_air_vis_15cm_mga55,31/7/12,AEMO Generator List,1,5,"Generating Units 1x24, 2x33, 1x30, 1x75",NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\energybrix_pwr_stn.jpg,,11/9/12,259210,
90,Power Station,Lake Glenmaggie Power Station,Renewable,,Pacific Hydro Investments Pty Ltd,,Glenmaggie,3858,VICTORIA,Operational,Hydroelectric (Gravity),Water,,3.8,2,19/4/08,mccalister-irrigation_2008apr19_air_vis_15cm_mga55,31/7/12,AEMO Generator List,1,3, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\glenmaggie_hydro.jpg,,11/9/12,259336,
91,Power Station,Hazelwood Power Station,Non-Renewable,,Hazelwood Power,,Hazelwood,3840,VICTORIA,Operational,Steam Subcritical,Coal,Brown Coal,1600,8,19/2/09,latrobe_2009feb19_air_vis_15cm_mga55,6/3/12,IPPLC-Australian-Assets.pdf,1,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\hazelwood_pwr_stn.jpg,,11/9/12,259165,
92,Power Station,Jeeralang A Power Station,Non-Renewable,,Industry Funds Management Nominees Ltd Ecogen Holdings,,Hazelwood North,3840,VICTORIA,Operational,Open Cycle Gas Turbine,Natural Gas,,212,4,19/2/09,latrobe_2009feb19_air_vis_15cm_mga55,31/7/12,AEMO Generator List,1,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\jeeralong_a_pwr_stn.bmp,,11/9/12,,
93,Power Station,Jeeralang B Power Station,Non-Renewable,,Industry Funds Management Nominees Ltd,,Hazelwood North,3840,VICTORIA,Operational,Open Cycle Gas Turbine,Natural Gas,,228,3,19/2/09,latrobe_2009feb19_air_vis_15cm_mga55,31/7/12,AEMO Generator List,1,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\jeeralong_b_pwr_stn.bmp,,11/9/12,,
94,Power Station,Laverton North Power Station,Non-Renewable,,Snowy Hydro Ltd,,Laverton North,3026,VICTORIA,Operational,Open Cycle Gas Turbine,Natural Gas,,312,2,24/1/06,wyndham_2006Jan24_air_vis_15cm_mga55,31/7/12,AEMO Generator List,1,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\lavertonnorth_pwr_stn.jpg,,11/9/12,260010,
95,Power Station,Longford Power Station,Non-Renewable,Longford Gas Plant,TRUenergy,,Longford,3851,VICTORIA,Operational,Open Cycle Gas Turbine,Natural Gas,,31.8,6,14/1/08,wellington-sth_2008jan14_air_vis_35cm_mga55,31/7/12,AEMO Generator List,1,1, ,,,11/9/12,529787,
96,Power Station,Loy Yang A Power Station,Non-Renewable,,GEAC Great Energy Alliance Corporation,,Loy Yang,3844,VICTORIA,Operational,Steam Subcritical,Coal,Brown Coal,2180,4,19/2/09,latrobe_2009feb19_air_vis_15cm_mga55,31/7/12,AEMO Generator List,1,5,"Generating Units 3x560, 1x500",NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\loyyanga_pwr_stn.jpg,,11/9/12,259195,
97,Power Station,Mornington (Landfill) Power Station,Renewable,,LMS Generation Pty Ltd,,Fingal,3939,VICTORIA,Operational,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,0.8,1,11/1/07,mornington_2007jan11_air_vis_20cm_mga55,31/7/12,AEMO Generator List,1,4, ,,,11/9/12,,
98,Power Station,Newport Power Station,Non-Renewable,Industry Funds Management Nominees Ltd,Industry Funds Management,,Newport,3015,VICTORIA,Operational,Steam Subcritical,Natural Gas,,500,1,24/1/06,hobsonsbay_2006jan24_air_vis_15cm_mga55,31/7/12,AEMO Generator List,1,5, ,,,11/9/12,259110,
99,Power Station,Rubicon Power Station,Renewable,AGL Hydro Partnership,AGL Energy Pty Ltd,,Rubicon,3712,VICTORIA,Operational,Hydroelectric (Gravity),Water,,9.6,1,26/1/07,murrindindi_2007jan26_air_vis_50cm_mga55,31/7/12,AEMO Generator List,1,5, ,,,11/9/12,259340,
100,Power Station,Somerton Power Station,Non-Renewable,AGL Hydro Partnership,AGL Energy Pty Ltd,,Somerton,3062,VICTORIA,Operational,Open Cycle Gas Turbine,Natural Gas,,160,4,25/11/07,hume_2007nov25_air_vis_35cm_mga55,31/7/12,AEMO Generator List,1,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\somerton_pwr_stn.jpg,,11/9/12,259089,
101,Power Station,Symex Port Melbourne Power Plant,Non-Renewable,Energy Response,Symex Holding Ltd,,Port Melbourne,3207,VICTORIA,Operational,Open Cycle Gas Turbine,Natural Gas,,5.9,,3/1/09,melbourne_2009jan03_air_vis_35cm_mga55,31/7/12,AEMO Generator List,1,4, ,,,11/9/12,,
102,Power Station,Valley Power Station (Peaking Facility),Non-Renewable,Valley Power,Snowy Hydro Ltd,,Loy Yang,3844,VICTORIA,Operational,Open Cycle Gas Turbine,Natural Gas,,300,6,19/2/09,latrobe_2009feb19_air_vis_15cm_mga55,31/7/12,AEMO Generator List,1,5, ,,,11/9/12,259537,
103,Power Station,Lake William Hovell Power Station,Renewable,,Pacific Hydro Investments Pty Ltd,,Cheshunt South,3678,VICTORIA,Operational,Hydroelectric (Gravity),Water,,1.8,1,25/1/07,wangaratta_2007jan25_air_vis_50cm_mga55,31/7/12,AEMO Generator List,1,3, ,,,11/9/12,259326,
104,Power Station,Yallourn Power Station,Non-Renewable,TRUenergy (Yallourn),TRUenergy,,Yallourn,3825,VICTORIA,Operational,Steam Subcritical,Coal,Brown Coal,1480,4,9/2/07,latrobe_2007feb09_air_vis_15cm_mga55,31/7/12,AEMO Generator List,1,5,"Generating Units 2x360, 2x380",NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\yallourn_pwr_stn.jpg,,11/9/12,259288,
105,Power Station,Yarrawonga Power Station,Renewable,AGL Hydro Partnership,AGL Energy Pty Ltd,,Yarrawonga,3730,VICTORIA,Operational,Hydroelectric (Gravity),Water,,9.5,2,12/1/07,yarrawonga_2007jan12_air_vis_125mm_mga55,31/7/12,AEMO Generator List,1,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\yarrawonga_hydro.jpg,,11/9/12,259335,
106,Power Station,Bogong Power Station (Mount Beauty Hydro Scheme),Renewable,AGL Hydro Partnership,AGL Energy Pty Ltd,,Bogong,3699,VICTORIA,Operational,Hydroelectric (Gravity),Water,,140,8,10/3/07,great-divide-fire-nth_2007mar10_air_vis_35cm_mga55,31/7/12,AEMO Generator List,3,5,"Generating Units 2x80, 6x25",NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\bogong_pwr_stn.jpg,,11/9/12,259741,
107,Power Station,Clover Power Station,Renewable,AGL Energy Services Pty Ltd,AGL Energy Pty Ltd,,Bogong,3699,VICTORIA,Operational,Hydroelectric (Gravity),Water,,29,2,10/3/07,great-divide-fire-nth_2007mar10_air_vis_35cm_mga55,31/7/12,AEMO Generator List,3,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\clover_hydro.bmp,,11/9/12,259334,
108,Power Station,Mckay Creek Power Station (Mount Beauty Hydro Scheme),Renewable,,AGL Energy Pty Ltd,,Falls Creek,3699,VICTORIA,Operational,Hydroelectric (Gravity),Water,,150,6,10/3/07,great-divide-fire-nth_2007mar10_air_vis_35cm_mga55,31/7/12,AEMO Generator List,3,2, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\mckaycreek_hydro.jpg,,11/9/12,259330,
109,Power Station,West Kiewa Power Station (Mount Beauty Hydro Scheme),Renewable,AGL Hydro Partnership,AGL Energy Pty Ltd,,Mount Beauty,3699,VICTORIA,Operational,Hydroelectric (Gravity),Water,,60,2,10/3/07,great-divide-fire-nth_2007mar10_air_vis_35cm_mga55,31/7/12,AEMO Generator List,3,2, ,,,11/9/12,259332,
110,Power Station,Murray 2 Power Station,Renewable,,Snowy Hydro Ltd,,Khancoban,2642,NEW SOUTH WALES,Operational,Hydroelectric (Gravity),Water,,552,4,1/1/99,kosciusko.ecw,31/7/12,AEMO Generator List,10,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\murray_2_hydro.jpg,,11/9/12,259380,
111,Power Station,Murray 1 Power Station,Renewable,,Snowy Hydro Ltd,,Khancoban,2642,NEW SOUTH WALES,Operational,Hydroelectric (Gravity),Water,,950,10,1/1/99,kosciusko.ecw,31/7/12,AEMO Generator List,10,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\murray_1_hydro.jpg,,11/9/12,259379,
112,Power Station,Mortlake Power Station,Non-Renewable,,Origin Energy,,Mortlake,3272,VICTORIA,Under Construction,Open Cycle Gas Turbine,Natural Gas,,566,2,1/1/03,Glenelg_HopkinsCMA_125cm_2003,31/7/12,AEMO Generator List,,5,Under construction - completion 2011,,,11/9/12,260008,
113,Power Station,Dartmouth Power Station (Mount Beauty Hydro Scheme),Renewable,AGL Hydro Partnership,AGL Energy Pty Ltd,,Dartmouth,3701,VICTORIA,Operational,Hydroelectric (Gravity),Water,,185,1,27/2/05,alpine-fire-recovery_2005feb27_air_vis_65cm_mga55,31/7/12,AEMO Generator List,,4, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\dartmouth_hydro.jpg,,11/9/12,259320,
114,Power Station,Cape Sir William Grant Wind Farm,Renewable,Pacific Hydro Portland Wind Farm Pty Ltd,Pacific Hydro Pty Ltd,,Portland,3305,VICTORIA,Under Construction,Wind Turbine,Wind,,54,27,1/1/03,Glenelg_HopkinsCMA_125cm_2003,1/11/11,Department of Primary Industries - VIC,,3, ,,,11/9/12,,
115,Power Station,Cape Nelson South Wind Farm,Renewable,Pacific Hydro Portland Wind Farm Pty Ltd,Pacific Hydro Pty Ltd,,Portland West,3305,VICTORIA,Operational,Wind Turbine,Wind,,44,22,1/1/03,Glenelg_HopkinsCMA_125cm_2003,31/7/12,AEMO Generator List,,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\capenelsonsouth_wind_farm.jpg,,11/9/12,259634,
116,Power Station,Cape Nelson North Wind Farm,Renewable,Pacific Hydro,Pacific Hydro Pty Ltd,,Portland West,3305,VICTORIA,Under Construction,Wind Turbine,Wind,,22,11,1/1/03,Glenelg_HopkinsCMA_125cm_2003,1/7/11,Department of Primary Industries - VIC,,3, ,,,11/9/12,,
117,Power Station,Ballarat Base Hospital Power Station,Non-Renewable,Energy Response,Ballarat Base Hospital,,Ballarat Central,3350,VICTORIA,Operational,Compression Reciprocating Engine,Natural Gas,,2,,1/1/03,Glenelg_HopkinsCMA_125cm_2003,31/7/12,AEMO Generator List,,2, ,,,11/9/12,,
118,Power Station,Anglesea Power Station,Non-Renewable,,Alcoa of Australia Ltd,,Anglesea,3230,VICTORIA,Operational,Steam Subcritical,Coal,Brown Coal,150,1,1/11/04,otway-surfcoast_2004nov01_air_vis_35cm_mga54,31/7/12,AEMO Generator List,,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\anglesea_pwr_stn.jpg,,11/9/12,259114,
119,Power Station,Remount Power Station,Renewable,,LMS Energy Generation Pty Ltd,,Mowbray,7248,TASMANIA,Operational,,Biogas,Landfill Methane,2.2,,1/1/08,1432-78,31/7/12,AEMO Generator List,5,3, ,,,11/9/12,,
120,Power Station,Wayatinah Power Station,Renewable,,Hydro-Electric Corporation (Tasmania),,Wayatinah,7140,TASMANIA,Operational,Hydroelectric (Gravity),Water,,38.3,3,1/1/07,Revision_Ortho_North,31/7/12,AEMO Generator List,,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\wayatinah_hydro.jpg,,11/9/12,259367,
121,Power Station,Tungatinah Power Station,Renewable,,Hydro-Electric Corporation (Tasmania),,Tarraleah,7140,TASMANIA,Operational,Hydroelectric (Gravity),Water,,125,5,1/1/07,Revision_Ortho_North,31/7/12,AEMO Generator List,,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\tungatinah_hydro.jpg,,11/9/12,259355,
122,Power Station,Tods Corner Power Station,Renewable,,Hydro-Electric Corporation (Tasmania),,Central Plateau,7304,TASMANIA,Operational,Hydroelectric (Gravity),Water,,1.7,1,1/1/07,Revision_Ortho_North,31/7/12,AEMO Generator List,,5, ,NAS\eg\built_env\infrastructure\Energy\Electricity\Power Stations\Photos\todscorner_hydro.jpg,,11/9/12,259376,
